ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2016,2016-11-27,11,23.111,LAR,@,NOR,L 21-49,,0,0,,0,0.0,0,0,0,0,0
2,2016,2016-12-04,12,23.118,LAR,@,NWE,L 10-26,,0,0,,0,0.0,0,0,0,0,0
3,2016,2016-12-15,14,23.129,LAR,@,SEA,L 3-24,,0,0,,0,0.0,0,0,0,0,0
4,2016,2016-12-24,15,23.138,LAR,,SFO,L 21-22,*,0,0,,0,1.0,8,3,0,0,0
5,2016,2017-01-01,16,23.146,LAR,,ARI,L 6-44,*,0,0,,0,0.0,3,5,0,0,0
6,2017,2017-09-10,1,24.033,LAR,,IND,W 46-9,,0,0,,0,0.0,2,0,0,0,0
7,2017,2017-09-17,2,24.040,LAR,,WAS,L 20-27,,0,0,,0,0.0,1,0,0,0,0
8,2017,2017-09-21,3,24.044,LAR,@,SFO,W 41-39,,0,0,,0,0.0,0,0,0,0,0
9,2017,2017-10-01,4,24.054,LAR,@,DAL,W 35-30,,0,0,,0,0.0,0,0,0,0,0
10,2017,2017-10-08,5,24.061,LAR,,SEA,L 10-16,,0,0,,0,0.0,1,0,0,0,0
11,2017,2017-10-15,6,24.068,LAR,@,JAX,W 27-17,,0,0,,0,0.0,0,0,0,0,0
12,2017,2017-10-22,7,24.075,LAR,,ARI,W 33-0,,0,0,,0,0.0,2,0,0,0,0
13,2017,2017-11-05,8,24.089,LAR,@,NYG,W 51-17,,0,0,,0,0.0,1,2,0,0,0
14,2017,2017-11-12,9,24.096,LAR,,HOU,W 33-7,,0,0,,0,0.0,0,0,1,19,0
15,2017,2017-11-19,10,24.103,LAR,@,MIN,L 7-24,,0,0,,0,0.0,2,1,0,0,0
16,2017,2017-11-26,11,24.110,LAR,,NOR,W 26-20,,0,0,,0,0.0,1,0,0,0,0
17,2017,2017-12-03,12,24.117,LAR,@,ARI,W 32-16,,0,0,,0,0.0,0,0,0,0,0
18,2017,2017-12-10,13,24.124,LAR,,PHI,L 35-43,,0,0,,0,0.0,0,0,0,0,0
19,2017,2017-12-17,14,24.131,LAR,@,SEA,W 42-7,,0,0,,0,0.0,0,0,0,0,0
20,2017,2017-12-24,15,24.138,LAR,@,TEN,W 27-23,,0,0,,0,0.0,0,0,0,0,0
21,2017,2017-12-31,16,24.145,LAR,,SFO,L 13-34,*,0,0,,0,0.0,2,1,0,0,0
22,2018,2018-09-10,1,25.033,LAR,@,OAK,W 33-13,,0,0,,0,0.0,0,0,0,0,0
23,2018,2018-09-16,2,25.039,LAR,,ARI,W 34-0,,0,0,,0,0.0,0,0,0,0,0
24,2018,2018-09-23,3,25.046,LAR,,LAC,W 35-23,,2,51,25.50,0,0.0,0,0,0,0,0
25,2018,2018-09-27,4,25.050,LAR,,MIN,W 38-31,,2,53,26.50,0,0.0,0,0,0,0,0
